wave,no,is_last_in_wave,enemy_id,time,gate,formation_id,min_difficulty,money,health,delta_time
4,8,0,1,33800,2,0,0,,,
4,9,0,6,0,3,0,0,,,
4,10,0,6,1000,3,0,0,,,
4,11,0,6,2000,3,0,0,,,
4,12,0,6,16000,3,0,0,,,
4,13,0,6,17000,3,0,0,,,
4,14,0,6,18000,3,0,0,,,
4,15,0,6,19000,3,0,0,,,
4,16,0,6,20000,3,0,0,,,
4,17,0,6,4000,4,0,0,,,
4,18,0,6,5000,4,0,0,,,
4,19,0,6,6000,4,0,0,,,
4,20,0,6,32000,4,0,0,,,
4,21,0,6,34000,4,0,0,,,
4,22,0,6,36000,4,0,0,,,
4,23,0,6,38000,4,0,0,,,
4,24,1,6,40000,4,0,0,,,
5,0,0,1,0,0,0,0,,,
5,1,0,1,800,0,0,0,,,
5,2,0,1,1600,0,0,0,,,
5,3,0,1,2400,0,0,0,,,
5,4,0,1,3200,0,0,0,,,
5,5,0,1,4000,0,0,0,,,
5,6,0,1,12000,0,0,0,,,
5,7,0,1,12800,0,0,0,,,
5,8,0,1,13600,0,0,0,,,
5,9,0,1,14400,0,0,0,,,
5,10,0,1,15200,0,0,0,,,
5,11,0,1,16000,0,0,0,,,
5,12,0,4,42000,0,0,0,,,
5,13,0,1,47400,0,0,0,,,
5,14,0,1,48200,0,0,0,,,
5,15,0,1,49000,0,0,0,,,
5,16,1,1,49800,0,0,0,,,
5,17,0,3,14000,1,0,0,,,
5,18,0,3,14900,1,0,0,,,
5,19,0,3,15800,1,0,0,,,
5,20,0,3,16700,1,0,0,,,
5,21,0,1,30900,1,0,0,,,
5,22,0,1,31800,1,0,0,,,
5,23,0,1,32700,1,0,0,,,
5,24,0,1,33600,1,0,0,,,
5,25,0,3,45600,1,0,0,,,
5,26,0,3,46200,1,0,0,,,
5,27,0,3,46800,1,0,0,,,
5,28,0,5,10000,2,0,0,,,
5,29,0,4,13000,2,0,0,,,
6,0,0,3,0,0,0,0,,,
6,1,0,3,900,0,0,0,,,
6,2,0,3,1800,0,0,0,,,
6,3,0,3,2700,0,0,0,,,
6,4,0,3,3600,0,0,0,,,
6,5,0,5,20000,0,0,0,,,
6,6,0,1,23000,0,0,0,,,
6,7,0,1,23600,0,0,0,,,
6,8,0,1,24200,0,0,0,,,
6,9,0,1,24800,0,0,0,,,
6,10,0,1,25400,0,0,0,,,
6,11,0,1,50600,0,0,0,,,
6,12,0,1,51200,0,0,0,,,
6,13,0,1,51800,0,0,0,,,
6,14,1,1,52400,0,0,0,,,
6,15,0,3,0,1,0,0,,,
6,16,0,3,900,1,0,0,,,
6,17,0,3,1800,1,0,0,,,
6,18,0,3,2700,1,0,0,,,
6,19,0,3,3600,1,0,0,,,
6,20,0,5,20000,1,0,0,,,
6,21,0,1,23000,1,0,0,,,
6,22,0,1,23600,1,0,0,,,
6,23,0,1,24200,1,0,0,,,
6,24,0,1,24800,1,0,0,,,
6,25,0,4,47000,1,0,0,,,
6,26,0,1,50000,1,0,0,,,
6,27,0,1,50600,1,0,0,,,
6,28,0,1,51200,1,0,0,,,
6,29,0,1,51800,1,0,0,,,
6,30,0,6,6000,3,0,0,,,
6,31,0,6,8000,3,0,0,,,
6,32,0,6,10000,3,0,0,,,
6,33,0,6,12000,3,0,0,,,
6,34,0,6,25000,3,0,0,,,
6,35,0,6,27000,3,0,0,,,
6,36,0,6,29000,3,0,0,,,
6,37,0,6,31000,3,0,0,,,
6,38,0,6,33000,3,0,0,,,
6,39,0,6,20000,4,0,0,,,
6,40,0,6,21000,4,0,0,,,
6,41,0,6,22000,4,0,0,,,
6,42,0,6,23000,4,0,0,,,
6,43,0,6,45000,4,0,0,,,
6,44,0,6,47000,4,0,0,,,
6,45,0,6,49000,4,0,0,,,
6,46,0,6,51000,4,0,0,,,
7,0,0,5,0,0,0,0,,,
7,1,0,5,6000,0,0,0,,,
7,2,0,4,3000,0,0,0,,,
7,3,0,5,15000,1,0,0,,,
7,4,0,5,21000,1,0,0,,,
7,5,0,1,21000,1,0,0,,,
7,6,0,1,21600,1,0,0,,,
7,7,0,1,22200,1,0,0,,,
7,8,0,1,22800,1,0,0,,,
7,9,0,1,23400,1,0,0,,,
7,10,0,5,30000,2,0,0,,,
7,11,0,4,33000,2,0,0,,,
7,12,0,1,37000,2,0,0,,,
7,13,0,1,37600,2,0,0,,,
7,14,0,1,38200,2,0,0,,,
7,15,0,1,38800,2,0,0,,,
7,16,1,1,39400,2,0,0,,,
8,0,0,6,0,3,0,0,,,
8,1,0,6,1000,3,0,0,,,
8,2,0,6,2000,3,0,0,,,
8,3,0,6,3000,3,0,0,,,
8,4,0,6,4000,3,0,0,,,
8,5,0,5,13000,3,0,0,,,
8,6,0,4,15000,3,0,0,,,
8,7,0,6,18000,3,0,0,,,
8,8,0,6,19000,3,0,0,,,
8,9,0,6,20000,3,0,0,,,
8,10,0,6,21000,3,0,0,,,
8,11,0,6,22000,3,0,0,,,
8,12,0,6,43000,3,0,0,,,
8,13,0,6,44000,3,0,0,,,
8,14,0,6,45000,3,0,0,,,
8,15,0,6,46000,3,0,0,,,
8,16,0,6,47000,3,0,0,,,
8,17,0,6,48000,3,0,0,,,
8,18,1,6,49000,3,0,0,,,
8,19,0,6,0,4,0,0,,,
8,20,0,6,1000,4,0,0,,,
8,21,0,6,2000,4,0,0,,,
8,22,0,6,3000,4,0,0,,,
8,23,0,6,4000,4,0,0,,,
8,24,0,6,22000,4,0,0,,,
8,25,0,6,23000,4,0,0,,,
8,26,0,6,24000,4,0,0,,,
8,27,0,6,25000,4,0,0,,,
8,28,0,6,26000,4,0,0,,,
8,29,0,5,36000,4,0,0,,,
8,30,0,4,38000,4,0,0,,,
8,31,0,6,41000,4,0,0,,,
8,32,0,6,42000,4,0,0,,,
8,33,0,6,43000,4,0,0,,,
8,34,0,6,44000,4,0,0,,,
8,35,0,6,45000,4,0,0,,,
9,0,0,5,0,0,0,0,,,
9,1,0,5,4000,0,0,0,,,
9,2,0,4,3000,0,0,0,,,
9,3,0,5,15000,0,0,0,,,
9,4,0,4,18000,0,0,0,,,
9,5,0,1,21000,0,0,0,,,
9,6,0,1,21600,0,0,0,,,
9,7,0,1,22200,0,0,0,,,
9,8,0,1,22800,0,0,0,,,
9,9,0,1,23400,0,0,0,,,
9,10,0,5,40000,2,0,0,,,
9,11,0,4,39000,2,0,0,,,
9,12,0,1,43000,2,0,0,,,
9,13,0,1,43600,2,0,0,,,
9,14,0,1,44200,2,0,0,,,
9,15,0,1,44800,2,0,0,,,
9,16,0,1,45400,2,0,0,,,
9,17,0,6,15000,3,0,0,,,
9,18,0,6,16000,3,0,0,,,
9,19,0,6,17000,3,0,0,,,
9,20,0,6,18000,3,0,0,,,
9,21,0,6,19000,3,0,0,,,
9,22,0,5,33000,3,0,0,,,
9,23,0,6,35000,3,0,0,,,
9,24,0,6,36000,3,0,0,,,
9,25,0,6,37000,3,0,0,,,
9,26,0,6,38000,3,0,0,,,
9,27,0,6,39000,3,0,0,,,
9,28,0,6,5000,4,0,0,,,
9,29,0,6,6000,4,0,0,,,
9,30,0,6,7000,4,0,0,,,
9,31,0,6,8000,4,0,0,,,
9,32,0,6,9000,4,0,0,,,
9,33,0,6,22000,4,0,0,,,
9,34,0,6,23000,4,0,0,,,
9,35,0,6,24000,4,0,0,,,
9,36,0,6,25000,4,0,0,,,
9,37,0,6,26000,4,0,0,,,
9,38,0,6,41000,4,0,0,,,
9,39,0,6,42000,4,0,0,,,
9,40,0,6,43000,4,0,0,,,
9,41,0,6,44000,4,0,0,,,
9,42,1,6,45000,4,0,0,,,
10,0,0,1,0,0,0,0,,,
10,1,0,1,800,0,0,0,,,
10,2,0,1,1600,0,0,0,,,
10,3,0,1,2400,0,0,0,,,
10,4,0,1,3200,0,0,0,,,
10,5,0,1,4000,0,0,0,,,
10,6,0,1,4800,0,0,0,,,
10,7,0,1,12000,0,0,0,,,
10,8,0,1,12800,0,0,0,,,
10,9,0,1,13600,0,0,0,,,
10,10,0,1,14400,0,0,0,,,
10,11,0,1,15200,0,0,0,,,
10,12,0,1,16000,0,0,0,,,
10,13,0,1,16800,0,0,0,,,
10,14,0,4,33000,0,0,0,,,
10,15,0,1,36000,0,0,0,,,
10,16,0,1,36600,0,0,0,,,
10,17,0,1,37200,0,0,0,,,
10,18,0,1,37800,0,0,0,,,
10,19,0,1,38400,0,0,0,,,
10,20,0,1,39000,0,0,0,,,
10,21,0,1,39600,0,0,0,,,
10,22,0,1,40200,0,0,0,,,
10,23,0,1,40800,0,0,0,,,
10,24,0,3,14000,1,0,0,,,
10,25,0,3,14900,1,0,0,,,
10,26,0,3,15800,1,0,0,,,
10,27,0,3,16700,1,0,0,,,
10,28,0,3,17600,1,0,0,,,
10,29,0,3,30000,1,0,0,,,
10,30,0,3,30700,1,0,0,,,
10,31,0,3,31400,1,0,0,,,
10,32,0,3,32100,1,0,0,,,
10,33,0,3,32800,1,0,0,,,
10,34,0,3,33500,1,0,0,,,
10,35,0,3,34200,1,0,0,,,
10,36,0,3,37000,1,0,0,,,
10,37,0,3,37600,1,0,0,,,
10,38,0,3,38200,1,0,0,,,
10,39,0,3,38800,1,0,0,,,
10,40,0,3,39400,1,0,0,,,
10,41,0,5,35000,2,0,0,,,
10,42,0,4,36000,2,0,0,,,
10,43,0,1,37000,2,0,0,,,
10,44,0,1,38000,2,0,0,,,
10,45,0,1,39000,2,0,0,,,
10,46,0,1,40000,2,0,0,,,
10,47,0,1,41000,2,0,0,,,
10,48,0,1,42000,2,0,0,,,
10,49,1,1,43000,2,0,0,,,
11,0,0,3,0,0,0,0,,,
11,1,0,3,900,0,0,0,,,
11,2,0,3,1800,0,0,0,,,
11,3,0,3,2700,0,0,0,,,
11,4,0,3,3600,0,0,0,,,
11,5,0,5,12000,0,0,0,,,
11,6,0,3,15000,0,0,0,,,
11,7,0,3,15600,0,0,0,,,
11,8,0,3,16200,0,0,0,,,
11,9,0,3,16800,0,0,0,,,
11,10,0,3,18600,0,0,0,,,
11,11,0,3,19200,0,0,0,,,
11,12,0,3,19800,0,0,0,,,
11,13,0,3,20400,0,0,0,,,
11,14,0,4,33000,0,0,0,,,
11,15,0,3,36000,0,0,0,,,
11,16,0,3,37000,0,0,0,,,
11,17,0,3,38000,0,0,0,,,
11,18,0,3,0,1,0,0,,,
11,19,0,3,900,1,0,0,,,
11,20,0,3,1800,1,0,0,,,
11,21,0,3,2700,1,0,0,,,
11,22,0,3,3600,1,0,0,,,
11,23,0,5,15000,1,0,0,,,
11,24,0,3,18000,1,0,0,,,
11,25,0,3,18600,1,0,0,,,
11,26,0,3,19200,1,0,0,,,
11,27,0,3,19800,1,0,0,,,
11,28,0,5,30000,1,0,0,,,
11,29,0,4,32000,1,0,0,,,
11,30,0,3,34000,1,0,0,,,
11,31,0,3,35000,1,0,0,,,
11,32,0,3,36000,1,0,0,,,
11,33,0,3,37000,1,0,0,,,
11,34,0,5,36000,2,0,0,,,
11,35,0,4,39000,2,0,0,,,
11,36,0,5,13000,3,0,0,,,
11,37,0,4,15000,3,0,0,,,
11,38,0,6,18000,3,0,0,,,
11,39,0,6,19500,3,0,0,,,
11,40,0,6,21000,3,0,0,,,
11,41,0,6,22500,3,0,0,,,
11,42,0,6,24000,3,0,0,,,
11,43,0,6,25500,3,0,0,,,
11,44,0,6,27000,3,0,0,,,
11,45,0,6,28500,3,0,0,,,
11,46,0,6,39000,3,0,0,,,
11,47,0,6,40000,3,0,0,,,
11,48,0,6,41000,3,0,0,,,
11,49,0,6,42000,3,0,0,,,
11,50,0,6,43000,3,0,0,,,
11,51,0,6,44000,3,0,0,,,
11,52,0,6,45000,3,0,0,,,
11,53,1,6,46000,3,0,0,,,
11,54,0,7,50000,2,0,0,,,
