wave,no,is_last_in_wave,enemy_id,time,gate,formation_id,min_difficulty,money,health,delta_time
7,,,21,43000,3,13,0,,,
8,,,23,0,1,0,0,,,
8,,,23,15000,1,21,0,,,
8,,,23,30000,1,21,0,,,
8,,,23,45000,1,21,0,,,
8,,,22,0,0,0,0,,,
8,,,22,15000,0,21,0,,,
8,,,22,30000,0,21,0,,,
8,,,22,45000,0,21,0,,,
9,,,20,0,0,0,0,,,
9,,,24,7000,0,0,0,,,
9,,,14,15000,0,19,0,,,
9,,,19,25000,0,8,0,,,
9,,,20,30000,0,0,0,,,
9,,,24,37000,0,0,0,,,
9,,,14,45000,0,19,0,,,
9,,,19,55000,0,8,0,,,
9,,,18,0,1,5,0,,,
9,,,18,20000,1,5,0,,,
9,,,18,40000,1,5,0,,,
9,,,18,60000,1,5,0,,,
9,,,22,0,1,0,0,,,
9,,,22,15000,1,0,0,,,
9,,,22,30000,1,14,0,,,
9,,,22,45000,1,13,0,,,
9,,,22,50000,1,11,0,,,
10,,,22,2500,3,14,0,,,
10,,,22,6000,3,18,0,,,
10,,,21,7000,2,21,0,,,
10,,,19,5500,2,14,0,,,
10,,,21,19500,2,21,9,,,
10,,,21,20500,2,14,0,,,
10,,,19,22500,2,11,0,,,
10,,,19,21500,2,14,0,,,
10,,,24,48000,2,0,0,,,
10,,,24,45000,2,0,0,,,
10,,,20,42000,2,11,0,,,
10,,,21,45000,2,21,0,,,
10,,,22,48000,3,18,0,,,
10,,,22,36000,3,14,0,,,
10,,,22,40000,3,14,0,,,
11,,,20,0,0,0,0,,,
11,,,20,5000,0,0,0,,,
11,,,14,15000,0,10,0,,,
11,,,24,15000,0,0,0,,,
11,,,14,25000,0,10,0,,,
11,,,14,35000,0,10,0,,,
11,,,21,30000,0,21,0,,,
11,,,20,30000,2,0,0,,,
11,,,20,35000,2,0,0,,,
11,,,22,30000,2,18,0,,,
11,,,23,0,1,21,0,,,
11,,,23,10000,3,21,0,,,
11,,,23,20000,1,21,0,,,
11,,,23,30000,3,21,0,,,
11,,,23,40000,1,21,0,,,
11,,,18,0,1,5,0,,,
11,,,18,20000,1,5,0,,,
11,,,18,40000,1,5,0,,,
12,,,20,0,0,0,0,,,
12,,,20,3000,0,0,0,,,
12,,,14,5000,0,10,0,,,
12,,,14,15000,0,10,0,,,
12,,,18,25000,0,5,0,,,
12,,,18,45000,0,5,0,,,
12,,,22,10000,0,0,0,,,
12,,,22,45000,0,0,0,,,
12,,,22,55000,0,0,0,,,
12,,,20,0,2,0,0,,,
12,,,20,3000,2,0,0,,,
12,,,14,5000,2,10,0,,,
12,,,14,15000,2,10,0,,,
12,,,20,35000,2,0,0,,,
12,,,14,40000,2,10,0,,,
12,,,14,50000,2,10,0,,,
12,,,23,10000,1,0,0,,,
12,,,23,20000,1,0,0,,,
12,,,23,30000,1,0,0,,,
12,,,23,40000,1,0,0,,,
12,,,23,45000,1,0,0,,,
12,,,23,50000,1,0,0,,,
12,,,18,0,3,5,0,,,
12,,,18,10000,3,5,0,,,
12,,,18,20000,3,5,0,,,
12,,,18,30000,3,5,0,,,
13,,,23,0,3,0,0,,,
13,,,23,0,3,0,0,,,
13,,,20,0,2,11,0,,,
13,,,22,10000,3,18,0,,,
13,,,19,8000,0,14,0,,,
13,,,24,22000,0,0,0,,,
13,,,24,19000,0,0,0,,,
13,,,20,17500,0,12,0,,,
13,,,19,19000,0,14,0,,,
13,,,22,36000,3,17,0,,,
13,,,22,39500,3,17,0,,,
13,,,21,36000,1,11,0,,,
13,,,21,42000,1,14,0,,,
13,,,19,40000,1,12,0,,,
13,,,20,46500,0,12,0,,,
13,,,22,69000,1,18,0,,,
13,,,22,75000,1,18,0,,,
13,,,24,72000,0,0,0,,,
13,,,24,74000,0,0,0,,,
13,,,20,69000,0,11,0,,,
13,,,20,70500,0,14,0,,,
13,,,19,68000,0,11,0,,,
13,,,21,74000,0,11,0,,,
13,,,24,86000,0,0,0,,,
13,,,24,85000,0,0,0,,,
13,,,20,83000,0,11,0,,,
13,,,25,90000,0,0,0,,,
